ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5006535,M,Y,N,0,60065.48,Working,Higher education,Married,House / apartment,-22976,-1896,1,0,1,0,High skill tech staff,2
5006536,F,Y,N,1,94792.69,Working,Higher education,Widow,With parents,-21569,-113,1,0,1,0,Managers,3
5006537,F,N,Y,0,64307.1,Working,Secondary / secondary special,Married,House / apartment,-12159,-2151,1,0,1,0,Medicine staff,2
5006538,F,Y,Y,0,81697.62,Pensioner,Lower secondary,Married,House / apartment,-12964,365243,1,1,0,0,Medicine staff,2
5006539,F,Y,Y,2,129444.33,Working,Higher education,Married,House / apartment,-7305,-3045,1,0,0,0,Private service staff,4
5006540,M,N,Y,2,77457.7,Pensioner,Secondary / secondary special,Married,House / apartment,-15320,365243,1,0,1,0,Medicine staff,4
5006541,F,N,Y,1,53762.43,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12006,-1048,1,0,0,0,Sales staff,3
5006542,F,N,Y,0,163247.34,Working,Secondary / secondary special,Separated,With parents,-13212,-45,1,0,1,0,Managers,2
5006543,M,Y,N,0,54043.4,Working,Higher education,Separated,House / apartment,-16409,-4480,1,1,1,0,Managers,2
5006544,F,N,N,0,102576.65,Pensioner,Secondary / secondary special,Widow,House / apartment,-14089,365243,1,0,0,0,Accountants,2
5006545,M,N,N,1,34706.09,Working,Incomplete higher,Separated,House / apartment,-12927,-1537,1,0,0,0,Accountants,3
5006546,F,N,N,2,139018.09,Commercial associate,Incomplete higher,Separated,House / apartment,-19163,-2762,1,0,0,1,Cooking staff,4
5006547,F,N,N,1,268962.56,Working,Secondary / secondary special,Married,House / apartment,-17001,-1108,1,0,1,0,Accountants,3
5006548,M,N,Y,2,72149.08,Pensioner,Secondary / secondary special,Married,House / apartment,-21044,365243,1,0,1,0,Sales staff,4
5006549,M,Y,Y,0,43781.4,Working,Secondary / secondary special,Married,House / apartment,-12028,-26,1,1,0,0,Security staff,2
5006550,M,N,N,0,107339.32,Working,Secondary / secondary special,Single / not married,Municipal apartment,-21235,-1842,1,0,0,0,High skill tech staff,1
5006551,F,N,N,0,76529.0,Working,Secondary / secondary special,Married,With parents,-21988,-9882,1,0,1,0,Laborers,2
5006552,F,Y,Y,0,213360.08,Pensioner,Higher education,Married,House / apartment,-13809,365243,1,0,0,0,Sales staff,2
5006553,M,Y,Y,0,54197.72,Working,Secondary / secondary special,Single / not married,With parents,-12210,-1401,1,0,1,1,Private service staff,1
5006554,F,N,Y,1,37478.54,State servant,Higher education,Married,Municipal apartment,-15617,-8974,1,1,1,0,Security staff,3
5006555,F,Y,Y,0,85126.18,Working,Lower secondary,Single / not married,With parents,-13556,-1492,1,0,0,0,Accountants,1
5006556,M,N,Y,0,97896.06,Working,Secondary / secondary special,Single / not married,House / apartment,-23758,-1960,1,1,1,0,Security staff,1
5006557,M,N,Y,0,49787.14,Working,Secondary / secondary special,Married,House / apartment,-15893,-994,1,0,1,0,Accountants,2
5006558,F,Y,N,0,118213.23,Pensioner,Higher education,Single / not married,House / apartment,-16980,365243,1,1,0,0,Core staff,1
5006559,F,N,N,1,75204.64,Working,Secondary / secondary special,Widow,Municipal apartment,-18725,-2199,1,0,0,0,High skill tech staff,3
5006560,M,Y,N,1,63868.96,Working,Secondary / secondary special,Married,House / apartment,-17649,-476,1,0,0,0,High skill tech staff,3
5006561,M,N,Y,1,96024.81,Working,Secondary / secondary special,Married,House / apartment,-10213,-2761,1,1,0,0,Drivers,3
5006562,M,N,Y,0,63335.36,Pensioner,Secondary / secondary special,Married,House / apartment,-14964,365243,1,1,1,0,High skill tech staff,2
5006563,F,N,Y,0,50640.01,Working,Secondary / secondary special,Married,Rented apartment,-18190,-4690,1,0,0,0,Security staff,2
5006564,M,N,N,2,32632.29,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18537,-220,1,0,0,0,Medicine staff,3
5006565,M,N,Y,3,53711.67,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8668,-3787,1,1,0,0,Accountants,5
5006566,F,N,Y,0,254561.8,Working,Lower secondary,Married,With parents,-16879,-4804,1,1,0,1,Core staff,2
5006567,F,N,Y,0,74455.8,Pensioner,Higher education,Widow,House / apartment,-14806,365243,1,0,0,0,Drivers,2
5006568,M,N,Y,0,43977.75,Working,Secondary / secondary special,Single / not married,With parents,-16003,-1950,1,0,0,0,Managers,1
5006569,M,N,Y,1,137779.64,Working,Incomplete higher,Married,House / apartment,-17502,-393,1,0,0,0,High skill tech staff,3
5006570,F,Y,N,1,71432.34,Working,Secondary / secondary special,Married,House / apartment,-17244,-5084,1,0,1,0,Drivers,3
5006571,M,N,Y,4,84627.24,Commercial associate,Secondary / secondary special,Single / not married,With parents,-16290,-1188,1,0,0,0,Accountants,5
5006572,M,N,Y,1,83881.78,Working,Higher education,Married,Municipal apartment,-14374,-276,1,1,1,0,Security staff,3
5006573,F,Y,Y,0,153683.95,Working,Secondary / secondary special,Married,House / apartment,-7819,-7182,1,1,1,0,Cleaning staff,2
5006574,M,N,N,1,37633.99,Working,Higher education,Married,House / apartment,-11440,-3842,1,0,0,0,Core staff,3
5006575,F,Y,Y,4,151703.79,Working,Secondary / secondary special,Single / not married,House / apartment,-12394,-13057,1,0,0,0,High skill tech staff,5
5006576,F,N,N,1,106148.34,Working,Secondary / secondary special,Married,House / apartment,-14628,-254,1,0,0,0,Managers,3
5006577,M,Y,Y,0,76012.61,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-10062,365243,1,0,1,0,Cleaning staff,1
5006578,M,N,Y,0,47716.48,Commercial associate,Incomplete higher,Widow,With parents,-13252,-12214,1,1,0,1,Managers,2
5006579,F,N,Y,0,64639.06,Working,Higher education,Married,With parents,-19291,-1669,1,1,1,0,Private service staff,2
5006580,F,N,Y,2,74695.81,Working,Secondary / secondary special,Widow,House / apartment,-21964,-3146,1,0,0,0,Drivers,4
5006581,F,Y,N,1,180664.14,Working,Secondary / secondary special,Married,Rented apartment,-13567,-3037,1,0,1,0,Laborers,3
5006582,F,Y,N,2,149869.55,Working,Secondary / secondary special,Married,House / apartment,-9569,-82,1,0,0,0,High skill tech staff,4
5006583,M,Y,N,0,60243.27,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13493,-4716,1,0,0,0,Accountants,2
5006584,F,N,Y,3,199721.9,Working,Secondary / secondary special,Married,House / apartment,-17682,-3344,1,1,0,0,High skill tech staff,5
5006585,M,Y,Y,0,117650.35,Commercial associate,Secondary / secondary special,Married,House / apartment,-9773,-744,1,1,1,0,Cooking staff,2
5006586,F,N,N,0,92564.9,Working,Incomplete higher,Civil marriage,House / apartment,-14658,-1525,1,0,1,0,Security staff,2
5006587,M,N,Y,0,63537.08,Working,Secondary / secondary special,Married,House / apartment,-14727,-2552,1,1,1,0,Private service staff,2
5006588,M,N,N,0,54796.22,Working,Lower secondary,Married,House / apartment,-11860,-1223,1,1,0,0,Cooking staff,2
5006589,F,Y,N,3,95924.42,Working,Secondary / secondary special,Married,House / apartment,-10696,-996,1,0,0,0,Sales staff,5
5006590,F,N,Y,0,88600.04,Working,Secondary / secondary special,Civil marriage,House / apartment,-21045,-402,1,0,0,0,High skill tech staff,2
5006591,M,Y,Y,0,60157.52,Commercial associate,Secondary / secondary special,Married,House / apartment,-19114,-6060,1,1,0,0,Core staff,2
5006592,M,N,N,3,127642.52,Working,Higher education,Married,House / apartment,-16576,-4241,1,1,0,0,Laborers,5
5006593,F,N,Y,1,79357.11,Pensioner,Secondary / secondary special,Married,Rented apartment,-13927,365243,1,0,1,0,Managers,3
5006594,F,Y,Y,0,90130.63,Pensioner,Secondary / secondary special,Married,Rented apartment,-22281,365243,1,0,0,0,Security staff,2
5006595,M,Y,Y,0,125038.71,Working,Secondary / secondary special,Married,House / apartment,-16602,-3721,1,0,1,0,Core staff,2
5006596,M,N,Y,2,110558.35,Working,Higher education,Single / not married,House / apartment,-12602,-314,1,0,1,0,Medicine staff,3
5006597,M,N,N,0,32536.77,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14476,-1885,1,0,1,0,Cooking staff,2
5006598,F,N,Y,0,107041.51,Working,Incomplete higher,Married,House / apartment,-12800,-9413,1,0,0,0,Medicine staff,2
5006599,F,Y,N,0,74160.98,Working,Secondary / secondary special,Widow,House / apartment,-15550,-3290,1,1,0,0,Security staff,2
5006600,F,N,N,0,58479.99,Working,Higher education,Married,With parents,-13974,-274,1,0,0,0,Sales staff,2
5006601,F,N,Y,1,75061.19,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-14449,-2299,1,1,0,0,Core staff,2
5006602,M,N,N,2,62750.61,Pensioner,Higher education,Single / not married,Municipal apartment,-18710,365243,1,0,0,0,High skill tech staff,3
5006603,F,N,Y,2,77915.49,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19358,-3370,1,0,0,1,Drivers,3
5006604,F,N,N,2,72375.09,Working,Secondary / secondary special,Single / not married,House / apartment,-18476,-588,1,0,1,0,Private service staff,3
5006605,M,Y,N,1,103138.58,State servant,Higher education,Married,House / apartment,-14706,-3873,1,0,1,0,Private service staff,3
5006606,M,N,Y,2,33998.61,Working,Secondary / secondary special,Married,House / apartment,-15374,-5498,1,0,0,0,Sales staff,4
5006607,F,Y,N,1,80169.31,Working,Secondary / secondary special,Married,Municipal apartment,-12028,-1878,1,0,0,0,Core staff,3
5006608,F,Y,Y,2,72090.99,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9639,-856,1,0,0,0,Laborers,4
5006609,M,N,N,1,225435.16,Working,Secondary / secondary special,Married,House / apartment,-8859,-3126,1,0,0,0,Cleaning staff,3
5006610,F,N,N,0,27485.42,Working,Secondary / secondary special,Married,House / apartment,-12280,-7449,1,1,0,0,Accountants,2
5006611,F,Y,N,1,115962.69,State servant,Lower secondary,Married,House / apartment,-13937,-1871,1,1,0,0,Medicine staff,3
5006612,M,N,Y,0,90824.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-13180,-3382,1,0,0,0,Laborers,2
5006613,M,N,N,2,107276.31,Working,Higher education,Married,House / apartment,-9586,-1060,1,0,0,0,Sales staff,4
5006614,M,Y,N,3,58474.41,Pensioner,Secondary / secondary special,Married,House / apartment,-21717,365243,1,0,0,0,Laborers,5
5006615,F,N,Y,0,85791.94,Working,Higher education,Married,Municipal apartment,-16041,-109,1,0,0,0,Accountants,2
5006616,M,N,Y,1,78645.98,State servant,Secondary / secondary special,Widow,House / apartment,-7305,-218,1,1,0,0,Core staff,3
5006617,M,Y,Y,0,428490.58,Pensioner,Higher education,Married,House / apartment,-16392,365243,1,1,1,0,Medicine staff,2
5006618,F,N,Y,2,62653.06,Working,Secondary / secondary special,Married,Municipal apartment,-18557,-7807,1,1,1,0,Security staff,4
5006619,F,N,Y,1,49388.07,Working,Higher education,Married,House / apartment,-14588,-6592,1,0,0,0,Security staff,3
5006620,M,N,Y,1,198894.27,Pensioner,Secondary / secondary special,Single / not married,With parents,-15098,365243,1,0,0,0,Security staff,2
5006621,M,Y,N,0,86850.8,State servant,Higher education,Married,Municipal apartment,-14162,-1377,1,0,1,0,Drivers,2
5006622,F,N,N,2,94560.66,Working,Secondary / secondary special,Married,House / apartment,-16121,-1024,1,0,0,0,Accountants,4
5006623,F,Y,N,0,128472.74,Student,Secondary / secondary special,Married,Municipal apartment,-12151,-2328,1,0,0,0,High skill tech staff,2
5006624,F,N,N,1,75992.18,Working,Higher education,Civil marriage,House / apartment,-19427,-29,1,1,1,0,Private service staff,3
5006625,M,Y,Y,1,59304.61,Pensioner,Secondary / secondary special,Married,House / apartment,-13760,365243,1,0,1,1,Accountants,3
5006626,F,N,Y,1,78137.41,Working,Secondary / secondary special,Civil marriage,With parents,-11359,-494,1,0,0,0,Private service staff,3
5006627,F,N,N,0,48029.91,Commercial associate,Academic degree,Married,Municipal apartment,-19769,-7478,1,0,1,0,Medicine staff,2
5006628,F,Y,N,1,35376.1,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-17624,-333,1,0,0,0,Core staff,2
5006629,F,Y,Y,2,47978.05,State servant,Higher education,Married,With parents,-17409,-3344,1,1,0,0,Managers,4
5006630,M,Y,Y,0,27000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16571,-1748,1,0,1,0,High skill tech staff,2
5006631,M,Y,Y,0,60950.94,Working,Secondary / secondary special,Married,Municipal apartment,-16249,-2457,1,0,0,0,Cleaning staff,2
5006632,F,N,Y,0,56956.78,Commercial associate,Incomplete higher,Married,With parents,-20710,-1346,1,0,0,0,Medicine staff,2
5006633,F,N,Y,3,98896.23,Working,Higher education,Married,House / apartment,-14344,-27,1,0,0,0,Drivers,5
5006634,F,N,N,2,78006.84,Working,Secondary / secondary special,Married,Municipal apartment,-11581,-2239,1,0,0,0,High skill tech staff,4
5006635,M,N,N,1,68214.19,Working,Higher education,Widow,House / apartment,-9951,-3076,1,1,0,0,Cooking staff,3
5006636,F,N,Y,3,131766.49,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1760,1,0,1,0,Accountants,5
5006637,F,Y,Y,0,59363.3,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15128,-377,1,0,0,0,Accountants,2
5006638,M,Y,N,1,41986.31,Commercial associate,Secondary / secondary special,Married,House / apartment,-18427,-360,1,0,0,0,Managers,3
5006639,M,N,Y,1,27000.0,Working,Lower secondary,Single / not married,House / apartment,-10258,-3,1,1,0,0,Drivers,2
5006640,F,N,N,4,74039.87,Student,Secondary / secondary special,Married,Municipal apartment,-12265,-773,1,1,0,0,Cooking staff,6
5006641,F,N,Y,0,71216.81,Working,Secondary / secondary special,Separated,House / apartment,-13849,-37,1,0,0,0,Cooking staff,2
5006642,F,N,Y,0,137935.38,Working,Higher education,Married,House / apartment,-22265,-67,1,0,0,0,Medicine staff,2
5006643,F,N,Y,0,47391.74,Working,Secondary / secondary special,Married,House / apartment,-11400,-561,1,0,1,1,Cleaning staff,2
5006644,M,Y,N,0,106406.28,Commercial associate,Incomplete higher,Widow,House / apartment,-14338,-7667,1,0,1,0,Medicine staff,2
5006645,M,Y,Y,0,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17865,365243,1,0,1,0,Sales staff,2
5006646,F,N,Y,0,38193.48,Working,Higher education,Married,House / apartment,-17322,-1917,1,0,0,0,Accountants,2
5006647,F,N,Y,0,88589.88,Pensioner,Secondary / secondary special,Married,Rented apartment,-14376,365243,1,0,0,0,Core staff,2
5006648,F,Y,N,3,103225.23,Working,Incomplete higher,Separated,House / apartment,-14348,-1795,1,0,1,0,Accountants,5
5006649,F,N,N,3,31897.94,Working,Higher education,Married,House / apartment,-18864,-379,1,0,1,0,High skill tech staff,5
5006650,M,N,Y,0,49153.22,Working,Secondary / secondary special,Married,House / apartment,-18106,-2433,1,0,0,0,High skill tech staff,2
5006651,F,N,Y,2,74797.3,Pensioner,Secondary / secondary special,Married,With parents,-16246,365243,1,0,1,0,Core staff,4
5006652,M,Y,N,2,69733.24,Working,Secondary / secondary special,Married,Municipal apartment,-16879,-996,1,0,0,0,Managers,4
5006653,M,N,N,0,96160.56,Working,Secondary / secondary special,Single / not married,House / apartment,-16932,-3986,1,0,1,0,Cleaning staff,1
5006654,M,N,N,0,115462.57,Pensioner,Secondary / secondary special,Married,House / apartment,-15744,365243,1,1,0,0,Security staff,2
5006655,M,Y,N,0,38594.73,Working,Secondary / secondary special,Married,Co-op apartment,-11998,-4039,1,0,1,0,Cooking staff,2
5006656,M,N,N,0,91307.36,Student,Higher education,Separated,House / apartment,-16446,-4105,1,0,0,0,Core staff,2
5006657,M,N,Y,2,51031.12,Working,Higher education,Married,Municipal apartment,-8039,-135,1,0,0,0,Drivers,4
5006658,M,N,Y,0,86489.31,Commercial associate,Incomplete higher,Married,House / apartment,-12966,-4821,1,0,0,0,Security staff,2
5006659,M,Y,N,1,57908.02,Working,Secondary / secondary special,Married,With parents,-15905,-1492,1,0,1,0,Medicine staff,3
5006660,F,N,Y,0,125287.4,Working,Higher education,Married,House / apartment,-15874,-6355,1,0,1,0,Managers,2
5006661,M,Y,Y,0,98065.3,Pensioner,Secondary / secondary special,Married,With parents,-14050,365243,1,0,0,0,Cleaning staff,2
5006662,M,N,N,0,44603.73,State servant,Academic degree,Civil marriage,House / apartment,-19263,-1155,1,0,1,1,Sales staff,2
5006663,F,N,Y,0,31592.6,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13361,365243,1,0,0,0,Medicine staff,2
5006664,F,N,N,2,132548.94,Pensioner,Academic degree,Single / not married,House / apartment,-14247,365243,1,0,0,0,Accountants,3
5006665,F,N,Y,2,51380.74,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9051,-52,1,0,1,0,Security staff,4
5006666,M,N,Y,0,54127.64,Working,Higher education,Married,House / apartment,-19385,-2111,1,0,1,0,Medicine staff,2
5006667,F,N,Y,0,105979.53,Working,Secondary / secondary special,Separated,House / apartment,-8833,-5457,1,0,1,0,Security staff,2
5006668,M,N,N,2,43842.96,Working,Secondary / secondary special,Married,With parents,-19411,-2111,1,0,0,1,Private service staff,4
5006669,M,Y,N,0,80786.55,Working,Higher education,Married,House / apartment,-14396,-872,1,0,0,0,Sales staff,2
5006670,M,Y,Y,1,73808.24,State servant,Secondary / secondary special,Married,Municipal apartment,-23085,-66,1,0,0,0,Cleaning staff,3
5006671,F,Y,Y,1,70206.51,Working,Incomplete higher,Married,House / apartment,-8992,-25,1,1,0,0,Drivers,3
5006672,M,N,Y,1,132941.12,Working,Higher education,Single / not married,House / apartment,-17082,-1174,1,0,1,0,Laborers,2
5006673,M,N,Y,0,92321.58,State servant,Secondary / secondary special,Married,With parents,-19956,-1,1,0,0,0,Private service staff,2
5006674,M,N,Y,3,119317.42,Working,Higher education,Married,House / apartment,-21199,-393,1,0,0,1,Private service staff,5
5006675,F,Y,Y,0,64543.9,Pensioner,Secondary / secondary special,Married,House / apartment,-18977,365243,1,0,0,0,High skill tech staff,2
5006676,F,N,N,0,50917.36,Commercial associate,Higher education,Widow,House / apartment,-14444,-155,1,0,0,1,Laborers,2
5006677,M,Y,N,0,122939.0,Working,Incomplete higher,Single / not married,House / apartment,-15126,-2961,1,0,0,0,Core staff,1
5006678,F,N,Y,4,54977.53,State servant,Higher education,Married,House / apartment,-10811,-4868,1,0,1,1,Cooking staff,6
5006679,F,Y,N,0,77793.46,Working,Secondary / secondary special,Married,House / apartment,-17395,-83,1,0,0,0,Managers,2
5006680,F,Y,Y,2,90378.96,Working,Secondary / secondary special,Married,Rented apartment,-17536,-6959,1,1,0,1,High skill tech staff,4
5006681,M,N,Y,0,49771.07,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15003,-1701,1,0,0,1,Laborers,2
5006682,F,Y,N,0,49849.28,Working,Secondary / secondary special,Single / not married,House / apartment,-14026,-514,1,0,0,0,Medicine staff,1
5006683,M,N,Y,2,63844.24,Working,Secondary / secondary special,Married,House / apartment,-11169,-829,1,0,1,0,Accountants,4
5006684,F,N,Y,2,106087.45,State servant,Secondary / secondary special,Widow,House / apartment,-18998,-8647,1,0,1,1,Private service staff,4
5006685,M,N,Y,2,86945.82,Working,Higher education,Married,House / apartment,-13873,-837,1,0,0,0,Private service staff,4
5006686,M,N,N,0,37172.82,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18798,-2854,1,1,0,1,Private service staff,2
5006687,M,Y,N,2,194150.6,Commercial associate,Incomplete higher,Single / not married,With parents,-11980,-685,1,0,1,1,Cleaning staff,3
5006688,F,N,Y,0,88434.06,Working,Secondary / secondary special,Married,With parents,-15215,-1617,1,1,1,0,Laborers,2
5006689,M,N,N,0,59169.98,Working,Secondary / secondary special,Married,House / apartment,-8880,-922,1,1,1,0,Accountants,2
5006690,F,N,Y,0,67759.61,Commercial associate,Higher education,Widow,House / apartment,-15700,-2564,1,0,0,0,Accountants,2
5006691,M,Y,N,0,64791.42,Working,Higher education,Married,House / apartment,-11601,-658,1,1,1,0,Cooking staff,2
5006692,F,N,N,1,60713.79,Working,Higher education,Married,House / apartment,-10904,-625,1,0,0,0,Medicine staff,3
5006693,F,Y,Y,1,130989.81,Working,Higher education,Married,Municipal apartment,-21441,-945,1,0,0,0,Managers,3
5006694,F,Y,N,4,239957.56,Commercial associate,Higher education,Single / not married,House / apartment,-24684,-1605,1,0,0,0,Managers,5
5006695,F,Y,N,1,56590.7,Working,Secondary / secondary special,Married,Office apartment,-17862,-1280,1,0,1,1,Accountants,3
5006696,F,Y,N,0,58174.59,Commercial associate,Secondary / secondary special,Married,House / apartment,-11824,-1688,1,0,0,0,Medicine staff,2
5006697,M,Y,N,2,69906.78,Working,Secondary / secondary special,Married,With parents,-23307,-779,1,0,0,0,Sales staff,4
5006698,F,Y,Y,0,36743.83,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17217,-562,1,1,1,0,High skill tech staff,1
5006699,M,N,Y,0,95222.57,Working,Secondary / secondary special,Married,House / apartment,-19993,-1545,1,0,0,0,Drivers,2
5006700,F,Y,Y,0,80290.85,Pensioner,Higher education,Married,House / apartment,-12538,365243,1,0,1,0,Sales staff,2
5006701,F,Y,Y,0,78808.4,State servant,Higher education,Married,House / apartment,-8604,-10678,1,1,0,0,Medicine staff,2
5006702,M,N,Y,0,28955.25,Commercial associate,Higher education,Married,House / apartment,-16496,-1208,1,0,1,0,High skill tech staff,2
5006703,M,Y,Y,1,27000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18692,-1742,1,1,0,0,Drivers,2
5006704,F,Y,Y,0,60851.44,State servant,Secondary / secondary special,Single / not married,House / apartment,-15769,-1552,1,1,0,0,Laborers,1
5006705,F,N,N,2,101800.54,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10372,-3620,1,0,1,0,Cleaning staff,4
5006706,F,Y,N,3,30060.53,Pensioner,Higher education,Married,House / apartment,-17705,365243,1,0,1,0,High skill tech staff,5
5006707,F,Y,Y,0,114422.92,Working,Higher education,Married,House / apartment,-12118,-1144,1,0,0,0,Managers,2
5006708,F,N,Y,2,62838.86,Working,Secondary / secondary special,Married,With parents,-14216,-951,1,0,0,0,Drivers,4
5006709,F,N,Y,0,48317.37,Commercial associate,Secondary / secondary special,Married,House / apartment,-19132,-1170,1,0,1,1,Cleaning staff,2
5006710,M,N,N,0,76239.15,Working,Secondary / secondary special,Married,House / apartment,-14251,-49,1,1,0,0,Medicine staff,2
5006711,M,N,Y,2,38222.73,Working,Secondary / secondary special,Civil marriage,House / apartment,-12557,-1560,1,0,0,0,High skill tech staff,4
5006712,F,N,N,0,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14192,365243,1,0,1,0,Accountants,2
5006713,F,N,N,0,133673.28,Working,Secondary / secondary special,Separated,Municipal apartment,-22315,-4939,1,0,0,0,Core staff,2
5006714,F,Y,N,0,71370.93,Pensioner,Higher education,Single / not married,House / apartment,-10887,365243,1,1,1,0,Accountants,1
5006715,M,N,Y,2,50985.48,Pensioner,Academic degree,Separated,House / apartment,-20133,365243,1,0,0,0,Cooking staff,4
5006716,M,Y,Y,0,54778.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17083,-2625,1,0,1,0,Cleaning staff,2
5006717,M,N,N,0,49637.87,Working,Secondary / secondary special,Married,Rented apartment,-17709,-3738,1,0,1,0,Cleaning staff,2
5006718,M,N,Y,2,61303.59,Working,Secondary / secondary special,Married,House / apartment,-16586,-711,1,0,1,0,Medicine staff,4
5006719,M,N,Y,0,69133.38,Commercial associate,Secondary / secondary special,Married,House / apartment,-20629,-2378,1,0,1,0,Cooking staff,2
5006720,F,N,Y,0,103133.68,Commercial associate,Secondary / secondary special,Married,House / apartment,-10005,-748,1,0,0,0,Managers,2
5006721,M,N,Y,0,51644.03,Commercial associate,Secondary / secondary special,Married,House / apartment,-16582,-1698,1,0,0,0,Accountants,2
5006722,F,Y,N,0,43101.07,State servant,Secondary / secondary special,Married,House / apartment,-16107,-157,1,1,0,0,Cooking staff,2
5006723,M,Y,Y,1,55936.61,Working,Secondary / secondary special,Married,House / apartment,-13710,-2991,1,0,1,1,Drivers,3
5006724,F,N,N,1,250694.76,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17095,-735,1,0,1,1,Medicine staff,2
5006725,M,N,N,0,79093.39,Working,Higher education,Separated,House / apartment,-14611,-355,1,1,1,0,Security staff,2
5006726,M,N,Y,0,89307.33,Working,Lower secondary,Married,House / apartment,-15793,-2567,1,0,0,0,Accountants,2
5006727,M,N,N,0,64384.3,Working,Secondary / secondary special,Married,House / apartment,-15512,-740,1,0,0,0,Cleaning staff,2
5006728,F,N,N,1,173972.49,Commercial associate,Secondary / secondary special,Married,House / apartment,-15782,-460,1,0,1,0,Core staff,3
5006729,F,N,N,2,112403.55,Student,Higher education,Single / not married,Co-op apartment,-12680,-11370,1,1,1,0,Cleaning staff,3
5006730,F,N,N,2,43462.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-15114,-2988,1,1,0,0,High skill tech staff,4
5006731,M,N,Y,0,79127.03,State servant,Secondary / secondary special,Married,House / apartment,-25313,-1576,1,1,0,1,Sales staff,2
5006732,F,N,Y,0,60266.3,Pensioner,Secondary / secondary special,Single / not married,With parents,-13236,365243,1,0,0,0,Cooking staff,1
5006733,M,N,Y,0,89821.93,Pensioner,Academic degree,Civil marriage,House / apartment,-19572,365243,1,0,0,0,Medicine staff,2
5006734,M,N,Y,2,120363.26,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18024,365243,1,0,0,0,Private service staff,3
5006735,F,N,Y,0,39674.68,Commercial associate,Higher education,Married,With parents,-14346,-442,1,0,0,0,Drivers,2
5006736,F,N,Y,2,87508.87,Working,Secondary / secondary special,Single / not married,With parents,-17377,-4860,1,1,0,0,Cleaning staff,3
5006737,M,N,Y,0,48843.7,Working,Secondary / secondary special,Single / not married,Municipal apartment,-15702,-3695,1,0,0,1,Core staff,1
5006738,M,Y,Y,0,148479.84,Working,Higher education,Separated,House / apartment,-16519,-1517,1,0,1,0,Sales staff,2
5006739,F,N,Y,3,118566.47,Commercial associate,Secondary / secondary special,Married,House / apartment,-18275,-628,1,1,1,0,Core staff,5
5006740,M,N,Y,0,27039.51,Working,Secondary / secondary special,Married,House / apartment,-17131,-2495,1,1,1,0,Sales staff,2
5006741,M,Y,N,0,41632.48,Working,Secondary / secondary special,Married,Rented apartment,-13215,-5872,1,0,0,0,High skill tech staff,2
5006742,F,N,Y,0,37351.74,Working,Secondary / secondary special,Married,House / apartment,-17795,-163,1,0,1,0,Laborers,2
5006743,F,N,N,0,70913.75,Working,Secondary / secondary special,Widow,Rented apartment,-16055,-8826,1,0,0,0,Private service staff,2
5006744,F,N,N,1,85026.56,Working,Secondary / secondary special,Civil marriage,Office apartment,-14637,-773,1,0,0,0,Laborers,3
5006745,F,N,Y,3,108632.36,Pensioner,Lower secondary,Married,Office apartment,-15551,365243,1,0,1,0,Cooking staff,5
5006746,F,N,N,1,64676.05,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-19357,-2842,1,0,1,0,High skill tech staff,3
5006747,M,N,N,0,63500.12,Working,Secondary / secondary special,Married,House / apartment,-11337,-190,1,0,0,0,Drivers,2
5006748,F,Y,Y,1,84300.74,Working,Secondary / secondary special,Married,With parents,-9478,-1879,1,0,1,0,Security staff,3
